headline,summary,published_at,url
অস্বাভাবিক মূল্যবৃদ্ধির মতো তথ্য নেই,,24-07-2015,https://www.prothomalo.com/business/market/অস্বাভাবিক-মূল্যবৃদ্ধির-মতো-তথ্য-নেই
৮ শ কোটি ছাড়াল ডিএসইর লেনদেন,,23-07-2015,https://www.prothomalo.com/business/market/৮-শ-কোটি-ছাড়াল-ডিএসইর-লেনদেন
বিশ্ব শেয়ারবাজারে অ্যাপলের ধাক্কা,,23-07-2015,https://www.prothomalo.com/business/market/বিশ্ব-শেয়ারবাজারে-অ্যাপলের-ধাক্কা
ঈদের পর টানা দ্বিতীয় দিনেও ঢাকার শেয়ারবাজার ঊর্ধ্বমুখী,,22-07-2015,https://www.prothomalo.com/business/market/ঈদের-পর-টানা-দ্বিতীয়-দিনেও-ঢাকার-শেয়ারবাজার
ডিএসইর দুটি সূচক পুনঃসমন্বয়,,17-07-2015,https://www.prothomalo.com/business/market/ডিএসইর-দুটি-সূচক-পুনঃসমন্বয়
বন্ধের আগে শেষ দিনে সূচক ও লেনদেনে ঊর্ধ্বগতি,,15-07-2015,https://www.prothomalo.com/business/market/বন্ধের-আগে-শেষ-দিনে-সূচক-ও-লেনদেনে-ঊর্ধ্বগতি
টানা ৬ষ্ঠ দিনে লেনদেন ও সূচক বেড়েছে শেয়ারবাজারে,,14-07-2015,https://www.prothomalo.com/business/market/টানা-৬ষ্ঠ-দিনে-লেনদেন-ও-সূচক-বেড়েছে-শেয়ারবাজারে
ঈদের আগে শেষ কার্যদিবসে শেয়ারবাজারে মিশ্র প্রবণতা,,14-07-2015,https://www.prothomalo.com/business/market/ঈদের-আগে-শেষ-কার্যদিবসে-শেয়ারবাজারে-মিশ্র-প্রবণতা
শেয়ারবাজারে সূচক বাড়লেও কমেছে লেনদেন,,14-07-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-সূচক-বাড়লেও-কমেছে-লেনদেন
ইতিবাচক ধারায় বিশ্ব শেয়ারবাজার,,14-07-2015,https://www.prothomalo.com/business/market/ইতিবাচক-ধারায়-বিশ্ব-শেয়ারবাজার
আজও শেয়ারবাজার ঊর্ধ্বমুখী,,12-07-2015,https://www.prothomalo.com/business/market/আজও-শেয়ারবাজার-ঊর্ধ্বমুখী
৪ হাজার ৬০০ ছাড়াল ডিএসইর সূচক,,12-07-2015,https://www.prothomalo.com/business/market/চার-হাজার-৬-শ-ছাড়ালো-ডিএসইর-সূচক
ডিএসইর প্রধান সূচক আবারও ৪৬০০ পয়েন্টে,,10-07-2015,https://www.prothomalo.com/business/market/ডিএসইর-প্রধান-সূচক-আবারও-৪৬০০-পয়েন্টে
টানা তৃতীয় দিনের মতো শেয়ারবাজারে ইতিবাচক প্রবণতা,,09-07-2015,https://www.prothomalo.com/business/market/টানা-তৃতীয়-দিনের-মতো-শেয়ারবাজারে-ইতিবাচক-প্রবণতা
টানা তৃতীয় দিনেও শেয়ারবাজার ঊর্ধ্বমুখী,,09-07-2015,https://www.prothomalo.com/business/market/টানা-তৃতীয়-দিনেও-শেয়ারবাজার-ঊর্ধ্বমুখী
আবারও ৫০০ কোটির ঘরে ডিএসইর লেনদেন,,09-07-2015,https://www.prothomalo.com/business/market/আবারও-৫০০-কোটির-ঘরে-ডিএসইর-লেনদেন
শেয়ারবাজার আজও ঊর্ধ্বমুখী,,08-07-2015,https://www.prothomalo.com/business/market/শেয়াবাজার-আজও-ঊর্ধ্বমুখী
সিএসইতে নতুন লোগো,,08-07-2015,https://www.prothomalo.com/business/market/সিএসইতে-নতুন-লোগো
লেনদেন ও সূচক বেড়েছে শেয়ারবাজারে,,08-07-2015,https://www.prothomalo.com/business/market/লেনদেন-ও-সূচক-বেড়েছে-শেয়ারবাজারে
ডিএসইতে ৭০০০ কোটি টাকার বিদেশি বিনিয়োগ,,08-07-2015,https://www.prothomalo.com/business/market/ডিএসইতে-৭০০০-কোটি-টাকার-বিদেশি-বিনিয়োগ
ডিএসইতে বিদেশি লেনদেন বেড়েছে ২৭ শতাংশ,,07-07-2015,https://www.prothomalo.com/business/market/ডিএসইতে-বিদেশি-লেনদেন-বেড়েছে-২৭-শতাংশ
তিন দিন পর লেনদেন ও সূচক বাড়ল শেয়ারবাজারে,,07-07-2015,https://www.prothomalo.com/business/market/তিন-দিন-পর-লেনদেন-ও-সূচক-বাড়ল-শেয়ারবাজারে
তিন দিন পর শেয়ারবাজারের লেনদেন ঊর্ধ্বমুখী,,07-07-2015,https://www.prothomalo.com/business/market/তিন-দিন-টানা-দরপতনের-পর-শেয়ারবাজারের-লেনদেনে
"সূচকের পতন অব্যাহত, কমেছে লেনদেনও",,07-07-2015,https://www.prothomalo.com/business/market/সূচকের-পতন-অব্যাহত-কমেছে-লেনদেনও
দুই শেয়ারবাজারে সূচকের পতন,,06-07-2015,https://www.prothomalo.com/business/market/দুই-শেয়ারবাজারে-সূচকের-পতন
সপ্তাহের শুরুতে সূচক ও লেনদেন কমল শেয়ারবাজারে,,06-07-2015,https://www.prothomalo.com/business/market/সপ্তাহের-শুরুতে-সূচক-ও-লেনদেন-কমল-শেয়ারবাজারে
ফারইস্ট লাইফের ৪৫ শতাংশ লভ্যাংশ ঘোষণা,,05-07-2015,https://www.prothomalo.com/business/market/ফারইস্ট-লাইফের-৪৫-শতাংশ-লভ্যাংশ-ঘোষণা
অর্থবছরের প্রথম লেনদেনে সূচক পতন,,03-07-2015,https://www.prothomalo.com/business/market/অর্থবছরের-প্রথম-লেনদেনে-সূচক-পতন
শেয়ারবাজারে ঈদের ছুটি ১৫-২০ জুলাই,,03-07-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-ঈদের-ছুটি-১৫-২০-জুলাই
অর্থবছরের প্রথম দিনে শেয়ারবাজার নিম্নমুখী,,02-07-2015,https://www.prothomalo.com/business/market/অর্থবছরের-প্রথম-দিনে-শেয়ারবাজার-নিম্নমুখী
সূচকের ঊর্ধ্বমুখী প্রবণতায় শেষ হলো অর্থবছর,,01-07-2015,https://www.prothomalo.com/business/market/সূচকের-ঊর্ধ্বমুখী-প্রবণতায়-শেষ-হলো-অর্থবছর
শেয়ারবাজারে ইতিবাচক প্রবণতা অব্যাহত,,30-06-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-ইতিবাচক-প্রবণতা-অব্যাহত-2
আইসিবি ও এইমসের মিউচুয়াল ফান্ডের অবসায়ন দেড় বছরের মধ্যে,,30-06-2015,https://www.prothomalo.com/business/market/আইসিবি-ও-এইমসের-মিউচুয়াল-ফান্ডের-অবসায়ন-দেড়
শেয়ারবাজারে ইতিবাচক প্রবণতা অব্যাহত,,30-06-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-ইতিবাচক-প্রবণতা-অব্যাহত
ন্যাশনাল ইনস্যুরেন্সের আইপিও স্থগিত,,30-06-2015,https://www.prothomalo.com/business/market/ন্যাশনাল-ইনস্যুরেন্সের-আইপিও-স্থগিত
শেয়ারবাজারে ইতিবাচক প্রবণতা অব্যাহত,,29-06-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-ইতিবাচক-প্রবণতা-অব্যাহত
সপ্তাহের শুরুতে সূচক বাড়ল শেয়ারবাজারে,,29-06-2015,https://www.prothomalo.com/business/market/সপ্তাহের-শুরুতে-সূচক-বাড়ল-শেয়ারবাজারে
সপ্তাহের শুরুতে ইতিবাচক প্রবণতায় শেয়ারবাজার,,28-06-2015,https://www.prothomalo.com/business/market/সপ্তাহের-শুরুতে-ইতিবাচক-প্রবণতায়-শেয়ারবাজার
সপ্তাহের শেষ দিনেও সূচকের পতন ঘটল শেয়ারবাজারে,,26-06-2015,https://www.prothomalo.com/business/market/সপ্তাহের-শেষ-দিনেও-সূচকের-পতন-ঘটল-শেয়ারবাজারে
শ্রেণি পরিবর্তনের খবরে লেনদেনের শীর্ষে লাফার্জ,,24-06-2015,https://www.prothomalo.com/business/market/শ্রেণি-পরিবর্তনের-খবরে-লেনদেনের-শীর্ষে-লাফার্জ
তহবিল জোগানদাতাদের জন্য নতুন বিধি,,23-06-2015,https://www.prothomalo.com/business/market/তহবিল-জোগানদাতাদের-জন্য-নতুন-বিধি
বিএসআরএমের ১০% লভ্যাংশ অনুমোদন,,22-06-2015,https://www.prothomalo.com/business/market/বিএসআরএমের-১০%-লভ্যাংশ-অনুমোদন
"বাজারে এখনো যোগসাজশ আছে, লুটপাট তো আছেই",,20-06-2015,https://www.prothomalo.com/business/market/বাজারে-এখনো-যোগসাজশ-আছে-লুটপাট-তো-আছেই
বিদেশি ও যৌথ মালিকানার কোম্পানিকে অব্যাহতি,,19-06-2015,https://www.prothomalo.com/business/market/বিদেশি-ও-যৌথ-মালিকানার-কোম্পানিকে-অব্যাহতি
সপ্তাহের শেষ দিনে নিম্নমুখী বাজার,,18-06-2015,https://www.prothomalo.com/business/market/সপ্তাহের-শেষ-দিনে-নিম্নমুখী-বাজার-2
ডিএসইতে প্রায় সাড়ে চার শ কোটি টাকার লেনদেন,,18-06-2015,https://www.prothomalo.com/business/market/ডিএসইতে-প্রায়-সাড়ে-চার-শ-কোটি-টাকার-লেনদেন
দুই বাজারেই সূচক ও লেনদেন বেড়েছে,,17-06-2015,https://www.prothomalo.com/business/market/দুই-বাজারেই-সূচক-ও-লেনদেন-বেড়েছে
ইতিবাচক প্রবণতা অব্যাহত শেয়ারবাজারে,,16-06-2015,https://www.prothomalo.com/business/market/ইতিবাচক-প্রবণতা-অব্যাহত-শেয়ারবাজারে
সূচক বেড়েছে দুই স্টক এক্সচেঞ্জে,,16-06-2015,https://www.prothomalo.com/business/market/সূচক-বেড়েছে-দুই-স্টক-এক্সচেঞ্জে-2
দ্বিতীয় দিনে বেড়েছে সূচক,,15-06-2015,https://www.prothomalo.com/business/market/দ্বিতীয়-দিনে-বেড়েছে-সূচক
সপ্তাহের শুরুতে দরপতন পুঁজিবাজারে,,15-06-2015,https://www.prothomalo.com/business/market/সপ্তাহের-শুরুতে-দরপতন-পুঁজিবাজারে-2
সপ্তাহের শুরুতে দরপতন পুঁজিবাজারে,,14-06-2015,https://www.prothomalo.com/business/market/সপ্তাহের-শুরুতে-দরপতন-পুঁজিবাজারে
দরপতনে শেষ হলো সপ্তাহের লেনদেন,,12-06-2015,https://www.prothomalo.com/business/market/দরপতনে-শেষ-হলো-সপ্তাহের-লেনদেন
রমজান মাসে শেয়ারবাজারে লেনদেন ৩ ঘণ্টা,,12-06-2015,https://www.prothomalo.com/business/market/রমজান-মাসে-শেয়ারবাজারে-লেনদেন-৩-ঘণ্টা
বিএসইসির সঙ্গে ডিএসইর প্রতিনিধিদলের সাক্ষাৎ,,11-06-2015,https://www.prothomalo.com/business/market/বিএসইসির-সঙ্গে-ডিএসইর-প্রতিনিধিদলের-সাক্ষাৎ
রমজানে সাড়ে ১০টা থেকে দেড়টা লেনদেন,,11-06-2015,https://www.prothomalo.com/business/market/রমজানে-সাড়ে-১০টা-থেকে-দেড়টা-লেনদেন
শেয়ারবাজারে দরপতন অব্যাহত,,10-06-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-দরপতন-অব্যাহত-2
প্রণোদনার পরেও বড় দরপতন পুঁজিবাজারে,,09-06-2015,https://www.prothomalo.com/business/market/প্রণোদনার-পরেও-বড়-দরপতন-পুঁজিবাজারে
বিদেশিদের জন্য কর সুবিধা চায় সিএসই,,09-06-2015,https://www.prothomalo.com/business/market/বিদেশিদের-জন্য-কর-সুবিধা-চায়-সিএসই
রপ্তানি আয় বেড়েছে ২.৮০ শতাংশ,,08-06-2015,https://www.prothomalo.com/business/market/রপ্তানি-আয়-বেড়েছে-২.৮০-শতাংশ
প্রণোদনার পরও বড় দরপতন,,08-06-2015,https://www.prothomalo.com/business/market/প্রণোদনার-পরও-বড়-দরপতন
বিদেশি বিনিয়োগ বাড়াতে কর সুবিধা চায় সিএসই,,08-06-2015,https://www.prothomalo.com/business/market/বিদেশি-বিনিয়োগ-বাড়াতে-কর-সুবিধা-চায়-সিএসই
বাজেটের বড় ধরনের কোনো প্রভাব নেই শেয়ারবাজারে,,08-06-2015,https://www.prothomalo.com/business/market/বাজেটের-বড়-ধরনের-কোনো-প্রভাব-নেই-শেয়ারবাজারে
সংস্কার না করলে পুঁজিবাজারে বিনিয়োগ হবে না: ইব্রাহিম খালেদ,,07-06-2015,https://www.prothomalo.com/business/market/সংস্কার-না-করলে-পুঁজিবাজারে-বিনিয়োগ-হবে-না
'বাজারে আগের অবস্থার পুনরাবৃত্তি হবে না',,07-06-2015,https://www.prothomalo.com/business/market/‘বাজারে-আগের-অবস্থার-পুনরাবৃত্তি-হবে-না’
'সংস্কার না করে শুধু কর কমালে পুঁজিবাজারে বিনিয়োগ হবে না',,07-06-2015,https://www.prothomalo.com/business/market/‘সংস্কার-না-করে-শুধু-কর-কমালে-পুঁজিবাজারে-বিনিয়োগ
৯ ব্যক্তি-প্রতিষ্ঠানকে সাড়ে চার কোটি টাকা জরিমানা,,03-06-2015,https://www.prothomalo.com/business/market/৯-ব্যক্তি-প্রতিষ্ঠানকে-সাড়ে-চার-কোটি-টাকা-জরিমানা
সূচক ও লেনদেন কমেছে দুই স্টক এক্সচেঞ্জে,,02-06-2015,https://www.prothomalo.com/business/market/সূচক-ও-লেনদেন-কমেছে-দুই-স্টক-এক্সচেঞ্জে-3
হাজার কোটি টাকা ছাড়াল ডিএসইর লেনদেন,,02-06-2015,https://www.prothomalo.com/business/market/হাজার-কোটি-টাকা-ছাড়াল-ডিএসইর-লেনদেন
হাজার কোটি টাকা ছাড়াল ডিএসইর লেনদেন,,01-06-2015,https://www.prothomalo.com/business/market/হাজার-কোটি-টাকা-ছাড়াল-ডিএসইর-লেনদেন
স্টক এক্সচেঞ্জের সুপারিশ ছাড়া আইপিও নয়,,28-05-2015,https://www.prothomalo.com/business/market/স্টক-এক্সচেঞ্জের-সুপারিশ-ছাড়া-আইপিও-নয়
কেডিএস এক্সেসরিজের আইপিও অনুমোদন,,28-05-2015,https://www.prothomalo.com/business/market/কেডিএস-এক্সেসরিজের-আইপিও-অনুমোদন
৩০০ কোটি টাকার বন্ড ছাড়বে আল-আরাফাহ্ ইসলামী ব্যাংক,,28-05-2015,https://www.prothomalo.com/business/market/৩০০-কোটি-টাকার-বন্ড-ছাড়বে-আল–আরাফাহ্-ইসলামী
শেয়ারবাজার ঘুরে দাঁড়াচ্ছে?,,26-05-2015,https://www.prothomalo.com/business/market/শেয়ারবাজার-ঘুরে-দাঁড়াচ্ছে
লেনদেন আবারও বিঘ্ন ডিএসইতে,,26-05-2015,https://www.prothomalo.com/business/market/লেনদেন-আবারও-বিঘ্ন-ডিএসইতে
দ্রুত সমস্যা সমাধানের নির্দেশ বিএসইসির,,25-05-2015,https://www.prothomalo.com/business/market/দ্রুত-সমস্যা-সমাধানের-নির্দেশ-বিএসইসির
দ্বিতীয় দিনের মতো ডিএসইর লেনদেন বিঘ্ন,,25-05-2015,https://www.prothomalo.com/business/market/দ্বিতীয়-দিনের-মতো-ডিএসইর-লেনদেন-বিঘ্ন
কারিগরি ত্রুটিতে আবারও ডিএসইর লেনদেনে বিঘ্ন,,25-05-2015,https://www.prothomalo.com/business/market/কারিগরি-ত্রুটিতে-আবারও-ডিএসইর-লেনদেনে-বিঘ্ন
রাষ্ট্রীয় কোষাগারে বিনিয়োগকারীদের ৮১ কোটি টাকা,,25-05-2015,https://www.prothomalo.com/business/market/রাষ্ট্রীয়-কোষাগারে-বিনিয়োগকারীদের-৮১-কোটি-টাকা
বিদেশি বিনিয়োগের প্রভাব শেয়ারবাজারে,,24-05-2015,https://www.prothomalo.com/business/market/বিদেশি-বিনিয়োগের-প্রভাব-শেয়ারবাজারে
ডিএসইতে লেনদেন চালু,,24-05-2015,https://www.prothomalo.com/business/market/যান্ত্রিক-ত্রুটিতে-ডিএসইতে-লেনদেন-শুরু-হতে-বিলম্ব
এমটিবি ইউনিট ফান্ডের নতুন মূল্য,,24-05-2015,https://www.prothomalo.com/business/market/এমটিবি-ইউনিট-ফান্ডের-নতুন-মূল্য-4
লেনদেনে বিদ্যুৎ জ্বালানি খাতের প্রাধান্য,,22-05-2015,https://www.prothomalo.com/business/market/লেনদেনে-বিদ্যুৎ-জ্বালানি-খাতের-প্রাধান্য
ঢাকায় কমলেও লেনদেন বেড়েছে চট্টগ্রামে,,21-05-2015,https://www.prothomalo.com/business/market/ঢাকায়-কমলেও-লেনদেন-বেড়েছে-চট্টগ্রামে
ডিএসইতে বছরের সর্বোচ্চ ৮০০ কোটি টাকার লেনদেন,,20-05-2015,https://www.prothomalo.com/business/market/ডিএসইতে-বছরের-সর্বোচ্চ-৮০০-কোটি-টাকার-লেনদেন
ডিএসইতে লেনদেন ছাড়াল ৭৫০ কোটি টাকা,,19-05-2015,https://www.prothomalo.com/business/market/ডিএসইতে-লেনদেন-ছাড়াল-৭৫০-কোটি-টাকা
এবি ব্যাংক সাড়ে ১২ শতাংশ লভ্যাংশ দেবে,,19-05-2015,https://www.prothomalo.com/business/market/এবি-ব্যাংক-সাড়ে-১২-শতাংশ-লভ্যাংশ-দেবে
ডিএসইতে লেনদেন ছাড়াল ৭০০ কোটি টাকা,,18-05-2015,https://www.prothomalo.com/business/market/ডিএসইতে-লেনদেন-ছাড়াল-৭০০-কোটি-টাকা
ন্যাশনাল হাউজিং ১৫% লভ্যাংশ অনুমোদন,,15-05-2015,https://www.prothomalo.com/business/market/ন্যাশনাল-হাউজিং-১৫%-লভ্যাংশ-অনুমোদন
ডিএসইতে লেনদেন আবারও ৬৫০ কোটি টাকা ছাড়াল,,15-05-2015,https://www.prothomalo.com/business/market/ডিএসইতে-লেনদেন-আবারও-৬৫০-কোটি-টাকা-ছাড়াল
আইএফআইএল ১২% লভ্যাংশ দেবে,,15-05-2015,https://www.prothomalo.com/business/market/আইএফআইএল-১২%-লভ্যাংশ-দেবে
"ডিএসইতে লেনদেন বেড়েছে, কমেছে সিএসইতে",,14-05-2015,https://www.prothomalo.com/business/market/ডিএসইতে-লেনদেন-বেড়েছে-কমেছে-সিএসইতে
ডিএসইতে লেনদেন ৬০০ কোটি ছাড়াল,,14-05-2015,https://www.prothomalo.com/business/market/ডিএসইতে-লেনদেন-৬০০-কোটি-ছাড়াল
ডিএসইতে ছয় মাসের মধ্যে সর্বোচ্চ লেনদেন,,13-05-2015,https://www.prothomalo.com/business/market/ডিএসইতে-ছয়-মাসের-মধ্যে-সর্বোচ্চ-লেনদেন
ব্যাংকের মাধ্যমে লভ্যাংশ পাবেন না ঋণগ্রস্ত বিনিয়োগকারী,,13-05-2015,https://www.prothomalo.com/business/market/ব্যাংকের-মাধ্যমে-লভ্যাংশ-পাবেন-না-ঋণগ্রস্ত
সূচকের ঊর্ধ্বমুখী প্রবণতা অব্যাহত শেয়ারবাজারে,,12-05-2015,https://www.prothomalo.com/business/market/সূচকের-ঊর্ধ্বমুখী-প্রবণতা-অব্যাহত-শেয়ারবাজারে
"ডিএসইতে সূচক বেড়েছে ৭২ পয়েন্ট, সিএসইতে ২৩৮",,11-05-2015,https://www.prothomalo.com/business/market/ডিএসইতে-সূচক-বেড়েছে-৭২-পয়েন্ট-সিএসইতে-২৩৮
সপ্তাহের শুরুতে শেয়ার সূচকের বড় লাফ,,11-05-2015,https://www.prothomalo.com/business/market/সপ্তাহের-শুরুতে-শেয়ার-সূচকের-বড়-লাফ
সপ্তাহের শুরুতে বড় উল্লম্ফন,,10-05-2015,https://www.prothomalo.com/business/market/সপ্তাহের-শুরুতে-বড়-উল্লম্ফন
ডিএসইতে লেনদেন আবার ৪০০ কোটি টাকা ছাড়াল,,08-05-2015,https://www.prothomalo.com/business/market/ডিএসইতে-লেনদেন-আবার-৪০০-কোটি-টাকা-ছাড়াল
শেয়ারের দাম ওঠানামার সীমায় পরিবর্তন,,07-05-2015,https://www.prothomalo.com/business/market/শেয়ারের-দাম-ওঠানামার-সীমায়-পরিবর্তন-2
শেয়ারের দাম ওঠানামার সীমায় পরিবর্তন,,06-05-2015,https://www.prothomalo.com/business/market/শেয়ারের-দাম-ওঠানামার-সীমায়-পরিবর্তন
নিয়ন্ত্রক সংস্থার তৎপরতায় সূচক ঘুরে দাঁড়াল,,06-05-2015,https://www.prothomalo.com/business/market/নিয়ন্ত্রক-সংস্থার-তৎপরতায়-সূচক-ঘুরে-দাঁড়াল
বড় দরপতনের পর ইতিবাচক বাজার,,05-05-2015,https://www.prothomalo.com/business/market/বড়-দরপতনের-পর-ইতিবাচক-বাজার
১৮ মাসের মধ্যে সর্বনিম্ন ডিএসইর প্রধান সূচক,,05-05-2015,https://www.prothomalo.com/business/market/১৮-মাসের-মধ্যে-সর্বনিম্ন-ডিএসইর-প্রধান-সূচক
চার হাজারের নিচে ডিএসইর সূচক,,04-05-2015,https://www.prothomalo.com/business/market/চার-হাজারের-নিচে-ডিএসইর-সূচক
নতুন তালিকাভুক্ত শেয়ারে এক মাস ঋণ না দেওয়ার প্রস্তাব,,01-05-2015,https://www.prothomalo.com/business/market/নতুন-তালিকাভুক্ত-শেয়ারে-এক-মাস-ঋণ-না-দেওয়ার
শেয়ারবাজারে দরপতন অব্যাহত,,01-05-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-দরপতন-অব্যাহত
বড় দরপতনের পরদিন শেয়ারবাজারে সূচক বাড়ল,,28-04-2015,https://www.prothomalo.com/business/market/বড়-দরপতনের-পরদিন-শেয়ারবাজারে-সূচক-বাড়ল
শেয়ারবাজারে কোম্পানি ও অংশীদারি প্রতিষ্ঠানের কর আদায়ে জটিলতা,,28-04-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-কোম্পানি-ও-অংশীদারি-প্রতিষ্ঠানের-কর
দেশের শেয়ারবাজারে বড় ধরনের দরপতন,,27-04-2015,https://www.prothomalo.com/business/market/দেশের-শেয়ারবাজারে-বড়-ধরনের-দরপতন
ঢাকা ও চট্টগ্রামে কাল ব্যাংক-শেয়ারবাজার বন্ধ,,27-04-2015,https://www.prothomalo.com/business/market/ঢাকা-ও-চট্টগ্রামে-কাল-ব্যাংক-শেয়ারবাজার-বন্ধ
বড় দরপতন শেয়ারবাজারে,,26-04-2015,https://www.prothomalo.com/business/market/বড়-দরপতন-শেয়ারবাজারে-2
সপ্তাহের শেষ দিনেও সূচকের বড় পতন শেয়ারবাজারে,,24-04-2015,https://www.prothomalo.com/business/market/সপ্তাহের-শেষ-দিনেও-সূচকের-বড়-পতন-শেয়ারবাজারে
১৬ মাসের মধ্যে সর্বনিম্ন অবস্থানে ডিএসইর সূচক,,22-04-2015,https://www.prothomalo.com/business/market/১৬-মাসের-মধ্যে-সর্বনিম্ন-অবস্থানে-ডিএসইর-সূচক
"শেয়ারবাজারে বড় দরপতন, কমেছে লেনদেনও",,21-04-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-বড়-দরপতন-কমেছে-লেনদেনও
বাংলা নতুন বছরের শুভ সূচনা শেয়ারবাজারে,,16-04-2015,https://www.prothomalo.com/business/market/বাংলা-নতুন-বছরের-শুভ-সূচনা-শেয়ারবাজারে
বিএটিবির ৫৫০ শতাংশ লভ্যাংশ অনুমোদন,,14-04-2015,https://www.prothomalo.com/business/market/বিএটিবির-৫৫০-শতাংশ-লভ্যাংশ-অনুমোদন
লেনদেন ও সূচক পতনের মধ্যে নতুন সপ্তাহ শুরু,,13-04-2015,https://www.prothomalo.com/business/market/লেনদেন-ও-সূচক-পতনের-মধ্যে-নতুন-সপ্তাহ-শুরু
অভিহিত মূল্যের নিচে ৪৮টি প্রতিষ্ঠানের শেয়ার,,12-04-2015,https://www.prothomalo.com/business/market/অভিহিত-মূল্যের-নিচে-৪৮টি-প্রতিষ্ঠানের-শেয়ার
মাছ-মুরগির খাবার তৈরির আরেক কোম্পানির আইপিও অনুমোদন,,10-04-2015,https://www.prothomalo.com/business/market/মাছ-মুরগির-খাবার-তৈরির-আরেক-কোম্পানির-আইপিও
শেয়ারবাজারে টানা পাঁচ দিন দরপতন,,08-04-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-টানা-পাঁচ-দিন-দরপতন
বছরের সর্বনিম্ন অবস্থানে দুই শেয়ারবাজারের সূচক,,07-04-2015,https://www.prothomalo.com/business/market/বছরের-সর্বনিম্ন-অবস্থানে-দুই-শেয়ারবাজারের-সূচক
লেনদেন বাড়লেও সূচক কমেছে শেয়ারবাজারে,,06-04-2015,https://www.prothomalo.com/business/market/লেনদেন-বাড়লেও-সূচক-কমেছে-শেয়ারবাজারে
আজ ইউনাইটেড পাওয়ারের লেনদেন শুরু,,05-04-2015,https://www.prothomalo.com/business/market/আজ-ইউনাইটেড-পাওয়ারের-লেনদেন-শুরু
আবারও ৩০০ কোটির কম ডিএসইর লেনদেন,,03-04-2015,https://www.prothomalo.com/business/market/আবারও-৩০০-কোটির-কম-ডিএসইর-লেনদেন
সূচক ও লেনদেন কমেছে,,02-04-2015,https://www.prothomalo.com/business/market/সূচক-ও-লেনদেন-কমেছে-3
প্রথম দিনে ১০ টাকার ইউনিট বিক্রি হলো সাড়ে সাত টাকায়,,01-04-2015,https://www.prothomalo.com/business/market/প্রথম-দিনে-১০-টাকার-ইউনিট-বিক্রি-হলো-সাড়ে-সাত
শেয়ারবাজারে আস্থা ফেরাতে নতুন ফোরাম গঠনের ঘোষণা,,31-03-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-আস্থা-ফেরাতে-নতুন-ফোরাম-গঠনের-ঘোষণা
শেয়ারবাজার নিয়ে সমন্বয় সভা আজ,,30-03-2015,https://www.prothomalo.com/business/market/শেয়ারবাজার-নিয়ে-সমন্বয়-সভা-আজ
শেয়ারবাজারে প্রাতিষ্ঠানিক হাহাকার,,28-03-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-প্রাতিষ্ঠানিক-হাহাকার
আস্থা ফেরেনি বিনিয়োগকারীদের,,28-03-2015,https://www.prothomalo.com/business/market/আস্থা-ফেরেনি-বিনিয়োগকারীদের
ব্যাংকের বিনিয়োগ সমন্বয়ের সময় বাড়ানোর প্রস্তাব,,24-03-2015,https://www.prothomalo.com/business/market/ব্যাংকের-বিনিয়োগ-সমন্বয়ের-সময়-বাড়ানোর-প্রস্তাব
সূচক ও লেনদেন বেড়েছে,,23-03-2015,https://www.prothomalo.com/business/market/সূচক-ও-লেনদেন-বেড়েছে
রাজনৈতিক অস্থিরতার প্রভাব শেয়ারবাজারে,,19-03-2015,https://www.prothomalo.com/business/market/রাজনৈতিক-অস্থিরতার-প্রভাব-শেয়ারবাজারে
সাড়ে চার হাজার পয়েন্টের নিচে ডিএসইর সূচক,,17-03-2015,https://www.prothomalo.com/business/market/সাড়ে-চার-হাজার-পয়েন্টের-নিচে-ডিএসইর-সূচক-2
সাড়ে চার হাজার পয়েন্টের নিচে ডিএসইর সূচক,,16-03-2015,https://www.prothomalo.com/business/market/সাড়ে-চার-হাজার-পয়েন্টের-নিচে-ডিএসইর-সূচক
দুই বাজারে সূচকের পতন,,16-03-2015,https://www.prothomalo.com/business/market/দুই-বাজারে-সূচকের-পতন
ডিএসইতে নতুন সফটওয়্যার,,15-03-2015,https://www.prothomalo.com/business/market/ডিএসইতে-নতুন-সফটওয়্যার
সিডিবিএলের যন্ত্রের ত্রুটিতে লেনদেন নিষ্পত্তিতে সমস্যা,,13-03-2015,https://www.prothomalo.com/business/market/সিডিবিএলের-যন্ত্রের-ত্রুটিতে-লেনদেন-নিষ্পত্তিতে
সাত ঘণ্টা পর লেনদেন নিষ্পত্তি,,12-03-2015,https://www.prothomalo.com/business/market/সাত-ঘণ্টা-পর-লেনদেন-নিষ্পত্তি
